AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
23.078828811645508,2016-03-09,47.121944427490234,2016-03-09,36.27050018310547,2016-03-09,13.914667129516602,2016-03-09
23.09023666381836,2016-03-10,46.41744613647461,2016-03-10,36.60850143432617,2016-03-10,13.678667068481445,2016-03-10
23.339012145996094,2016-03-11,47.32707595825195,2016-03-11,37.243499755859375,2016-03-11,13.833333015441895,2016-03-11
23.398353576660156,2016-03-14,47.41624069213867,2016-03-14,37.512001037597656,2016-03-14,14.34333324432373,2016-03-14
23.868511199951172,2016-03-15,47.79079055786133,2016-03-15,37.528499603271484,2016-03-15,14.555999755859375,2016-03-15
24.18575096130371,2016-03-16,48.46854782104492,2016-03-16,37.86800003051758,2016-03-16,14.795332908630371,2016-03-16
24.146949768066406,2016-03-17,48.7450065612793,2016-03-17,37.92399978637695,2016-03-17,15.092000007629395,2016-03-17
24.17433738708496,2016-03-18,47.70161819458008,2016-03-18,37.77050018310547,2016-03-18,15.515999794006348,2016-03-18
24.17205810546875,2016-03-21,48.03156661987305,2016-03-21,38.108001708984375,2016-03-21,15.887999534606934,2016-03-21
24.356929779052734,2016-03-22,48.21885681152344,2016-03-22,38.002498626708984,2016-03-22,15.616000175476074,2016-03-22
24.222272872924805,2016-03-23,48.129676818847656,2016-03-23,37.87799835205078,2016-03-23,14.838666915893555,2016-03-23
24.117280960083008,2016-03-24,48.343692779541016,2016-03-24,37.742000579833984,2016-03-24,15.183333396911621,2016-03-24
24.007734298706055,2016-03-28,47.74619674682617,2016-03-28,37.66400146484375,2016-03-28,15.350666999816895,2016-03-28
24.576030731201172,2016-03-29,48.78959274291992,2016-03-29,38.294498443603516,2016-03-29,15.342000007629395,2016-03-29
25.005107879638672,2016-03-30,49.09279251098633,2016-03-30,38.41699981689453,2016-03-30,15.12600040435791,2016-03-30
24.87501335144043,2016-03-31,49.253326416015625,2016-03-31,38.14500045776367,2016-03-31,15.317999839782715,2016-03-31
25.103240966796875,2016-04-01,49.5565185546875,2016-04-01,38.48350143432617,2016-04-01,15.839332580566406,2016-04-01
25.36114501953125,2016-04-04,49.43169021606445,2016-04-04,38.25600051879883,2016-04-04,16.465999603271484,2016-04-04
25.062164306640625,2016-04-05,48.655818939208984,2016-04-05,37.92850112915039,2016-04-05,17.031333923339844,2016-04-05
25.32463264465332,2016-04-06,49.15522384643555,2016-04-06,38.403499603271484,2016-04-06,17.69466781616211,2016-04-06
24.772308349609375,2016-04-07,48.566646575927734,2016-04-07,38.00600051879883,2016-04-07,17.14666748046875,2016-04-07
24.799699783325195,2016-04-08,48.53097152709961,2016-04-08,37.9734992980957,2016-04-08,16.67133331298828,2016-04-08
24.881855010986328,2016-04-11,48.432884216308594,2016-04-11,37.87699890136719,2016-04-11,16.661333084106445,2016-04-11
25.205947875976562,2016-04-12,48.73607635498047,2016-04-12,38.215999603271484,2016-04-12,16.521333694458008,2016-04-12
25.57112693786621,2016-04-13,49.36033630371094,2016-04-13,38.59550094604492,2016-04-13,16.968666076660156,2016-04-13
25.584810256958008,2016-04-14,49.369258880615234,2016-04-14,38.769500732421875,2016-04-14,16.790666580200195,2016-04-14
25.071292877197266,2016-04-15,49.62787628173828,2016-04-15,39.0,2016-04-15,16.96733283996582,2016-04-15
